problem_id,category,solver_rule,solver_predicted,solver_correct,answer
aa8ad8a5,unit_conversion,unit_conversion_solver,23.61,True,23.61
aab3127a,unit_conversion,unit_conversion_solver,13.73,True,13.73
aac98230,unit_conversion,unit_conversion_solver,29.25,True,29.25
aad305c6,unit_conversion,unit_conversion_solver,26.20,True,26.20
aaf46fca,unit_conversion,unit_conversion_solver,90.44,True,90.44
ab323f35,unit_conversion,unit_conversion_solver,9.20,True,9.20
ab4e1a63,unit_conversion,unit_conversion_solver,34.52,True,34.52
abd83957,unit_conversion,unit_conversion_solver,11.09,True,11.09
abfd833f,unit_conversion,unit_conversion_solver,57.13,True,57.14
ac1fb676,unit_conversion,unit_conversion_solver,48.84,True,48.84
ac5c723c,unit_conversion,unit_conversion_solver,34.16,True,34.17
ac697cef,unit_conversion,unit_conversion_solver,51.81,True,51.81
ac6bc99c,unit_conversion,unit_conversion_solver,42.85,True,42.85
ac6bf762,unit_conversion,unit_conversion_solver,45.70,True,45.70
ac73e0f3,unit_conversion,unit_conversion_solver,80.88,True,80.88
ace02769,unit_conversion,unit_conversion_solver,48.20,True,48.20
ad4b56d5,unit_conversion,unit_conversion_solver,47.12,True,47.12
ad599007,unit_conversion,unit_conversion_solver,18.11,True,18.11
ad59f0c6,unit_conversion,unit_conversion_solver,34.53,True,34.53
adb23476,unit_conversion,unit_conversion_solver,36.47,True,36.47
addd2e88,unit_conversion,unit_conversion_solver,15.49,True,15.48
adebd139,unit_conversion,unit_conversion_solver,24.46,True,24.45
ae092f8d,unit_conversion,unit_conversion_solver,65.51,True,65.50
ae2edf41,unit_conversion,unit_conversion_solver,18.84,True,18.84
ae50c309,unit_conversion,unit_conversion_solver,25.34,True,25.33
ae554b7f,unit_conversion,unit_conversion_solver,13.87,True,13.87
ae5e411e,unit_conversion,unit_conversion_solver,82.94,True,82.94
aebdf2ae,unit_conversion,unit_conversion_solver,69.67,True,69.66
af12442b,unit_conversion,unit_conversion_solver,20.83,True,20.83
af37ed28,unit_conversion,unit_conversion_solver,24.17,True,24.17
af447d2a,unit_conversion,unit_conversion_solver,30.20,True,30.20
af6ce080,unit_conversion,unit_conversion_solver,70.72,True,70.72
afc57a97,unit_conversion,unit_conversion_solver,54.76,True,54.76
b0101680,unit_conversion,unit_conversion_solver,16.10,True,16.10
b0184ec1,unit_conversion,unit_conversion_solver,61.58,True,61.57
b045e91a,unit_conversion,unit_conversion_solver,26.10,True,26.10
b073d5d8,unit_conversion,unit_conversion_solver,66.29,True,66.29
b08a469a,unit_conversion,unit_conversion_solver,68.81,True,68.81
b0bd3c8f,unit_conversion,unit_conversion_solver,75.35,True,75.35
b0e8cd3e,unit_conversion,unit_conversion_solver,41.03,True,41.03
b1046e36,unit_conversion,unit_conversion_solver,24.06,True,24.06
b12377a9,unit_conversion,unit_conversion_solver,6.32,True,6.32
b12df751,unit_conversion,unit_conversion_solver,29.30,True,29.30
b1740982,unit_conversion,unit_conversion_solver,7.78,True,7.78
b1ec7742,unit_conversion,unit_conversion_solver,24.39,True,24.38
b2865616,unit_conversion,unit_conversion_solver,58.68,True,58.68
b2929c2a,unit_conversion,unit_conversion_solver,27.62,True,27.62
b2e7ee08,unit_conversion,unit_conversion_solver,33.02,True,33.02
b2ea0c09,unit_conversion,unit_conversion_solver,22.13,True,22.13
b2fb7d10,unit_conversion,unit_conversion_solver,33.05,True,33.05
b305e47f,unit_conversion,unit_conversion_solver,28.11,True,28.12
b35103bf,unit_conversion,unit_conversion_solver,27.39,True,27.39
b360e5fe,unit_conversion,unit_conversion_solver,56.64,True,56.64
b36aa89c,unit_conversion,unit_conversion_solver,9.18,True,9.18
b3884d15,unit_conversion,unit_conversion_solver,21.16,True,21.16
b3ab21d2,unit_conversion,unit_conversion_solver,15.19,True,15.19
b3c0b44e,unit_conversion,unit_conversion_solver,43.00,True,43.00
b3c2142f,unit_conversion,unit_conversion_solver,11.26,True,11.26
b4051778,unit_conversion,unit_conversion_solver,5.93,True,5.93
b414004c,unit_conversion,unit_conversion_solver,68.27,True,68.26
b42668ab,unit_conversion,unit_conversion_solver,39.94,True,39.93
b49fe499,unit_conversion,unit_conversion_solver,45.23,True,45.23
b539561d,unit_conversion,unit_conversion_solver,82.22,True,82.22
b551589d,unit_conversion,unit_conversion_solver,17.37,True,17.37
b5539826,unit_conversion,unit_conversion_solver,11.04,True,11.04
b5aba795,unit_conversion,unit_conversion_solver,64.15,True,64.16
b5aef408,unit_conversion,unit_conversion_solver,27.91,True,27.90
b609746e,unit_conversion,unit_conversion_solver,30.24,True,30.24
b61e875a,unit_conversion,unit_conversion_solver,5.84,True,5.84
b64d3d0f,unit_conversion,unit_conversion_solver,56.50,True,56.50
b6879296,unit_conversion,unit_conversion_solver,27.53,True,27.53
b6bacaa0,unit_conversion,unit_conversion_solver,58.20,True,58.20
b6ebacd5,unit_conversion,unit_conversion_solver,20.77,True,20.77
b794b844,unit_conversion,unit_conversion_solver,22.84,True,22.84
b7a94434,unit_conversion,unit_conversion_solver,59.19,True,59.18
b7a96254,unit_conversion,unit_conversion_solver,11.24,True,11.24
b7bc2148,unit_conversion,unit_conversion_solver,10.88,True,10.88
b7e1a152,unit_conversion,unit_conversion_solver,17.93,True,17.94
b7f86f42,unit_conversion,unit_conversion_solver,9.63,True,9.63
b8084b36,unit_conversion,unit_conversion_solver,43.47,True,43.47
b80a1a12,unit_conversion,unit_conversion_solver,14.46,True,14.46
b82e38ec,unit_conversion,unit_conversion_solver,76.34,True,76.34
b891fd93,unit_conversion,unit_conversion_solver,35.11,True,35.11
b8976439,unit_conversion,unit_conversion_solver,6.49,True,6.49
b8b948af,unit_conversion,unit_conversion_solver,31.27,True,31.26
b8d28fcd,unit_conversion,unit_conversion_solver,54.61,True,54.61
b8d749d6,unit_conversion,unit_conversion_solver,11.98,True,11.98
b8e2c327,unit_conversion,unit_conversion_solver,36.91,True,36.91
b9034c71,unit_conversion,unit_conversion_solver,10.75,True,10.75
b9768923,unit_conversion,unit_conversion_solver,69.56,True,69.56
b9f40d9a,unit_conversion,unit_conversion_solver,51.21,True,51.21
b9fe8578,unit_conversion,unit_conversion_solver,59.68,True,59.68
ba285d3d,unit_conversion,unit_conversion_solver,14.52,True,14.52
ba469498,unit_conversion,unit_conversion_solver,46.86,True,46.87
bae637a5,unit_conversion,unit_conversion_solver,18.53,True,18.53
bb1ed6b9,unit_conversion,unit_conversion_solver,35.95,True,35.95
bb3bc7e7,unit_conversion,unit_conversion_solver,42.01,True,42.01
bb49a75a,unit_conversion,unit_conversion_solver,7.87,True,7.87
bbb61c3a,unit_conversion,unit_conversion_solver,62.46,True,62.46
bc60a72a,unit_conversion,unit_conversion_solver,37.86,True,37.86
bc64667d,unit_conversion,unit_conversion_solver,65.72,True,65.72
bca36437,unit_conversion,unit_conversion_solver,13.84,True,13.84
bcf66e1d,unit_conversion,unit_conversion_solver,39.42,True,39.43
bd2ef1e9,unit_conversion,unit_conversion_solver,39.19,True,39.19
bd45373b,unit_conversion,unit_conversion_solver,5.11,True,5.11
bd7591e7,unit_conversion,unit_conversion_solver,27.33,True,27.33
bd9a9be6,unit_conversion,unit_conversion_solver,9.76,True,9.76
bd9acac4,unit_conversion,unit_conversion_solver,39.57,True,39.57
bda7ee30,unit_conversion,unit_conversion_solver,6.15,True,6.15
bde0d15d,unit_conversion,unit_conversion_solver,6.57,True,6.57
be20c276,unit_conversion,unit_conversion_solver,29.84,True,29.84
be2416ec,unit_conversion,unit_conversion_solver,22.13,True,22.13
be5795da,unit_conversion,unit_conversion_solver,76.23,True,76.24
bec6fe03,unit_conversion,unit_conversion_solver,62.44,True,62.44
beeecc73,unit_conversion,unit_conversion_solver,10.54,True,10.54
bf00d07d,unit_conversion,unit_conversion_solver,21.76,True,21.77
bf10f444,unit_conversion,unit_conversion_solver,18.16,True,18.16
bf290c73,unit_conversion,unit_conversion_solver,6.15,True,6.15
bf2fc862,unit_conversion,unit_conversion_solver,36.08,True,36.08
bf51eb1d,unit_conversion,unit_conversion_solver,43.54,True,43.54
bf88ff54,unit_conversion,unit_conversion_solver,69.75,True,69.75
bfae1468,unit_conversion,unit_conversion_solver,23.83,True,23.83
bfc59d3a,unit_conversion,unit_conversion_solver,17.99,True,17.99
bfd485cf,unit_conversion,unit_conversion_solver,29.87,True,29.87
bff8b75b,unit_conversion,unit_conversion_solver,73.45,True,73.44
bffaa07f,unit_conversion,unit_conversion_solver,15.36,True,15.36
c04961fc,unit_conversion,unit_conversion_solver,16.61,True,16.61
c0648741,unit_conversion,unit_conversion_solver,10.02,True,10.02
c0bc0516,unit_conversion,unit_conversion_solver,50.60,True,50.60
c0c0699a,unit_conversion,unit_conversion_solver,27.75,True,27.76
c102a112,unit_conversion,unit_conversion_solver,42.16,True,42.16
c11a4f54,unit_conversion,unit_conversion_solver,77.53,True,77.53
c11c0757,unit_conversion,unit_conversion_solver,64.44,True,64.44
c149d3c5,unit_conversion,unit_conversion_solver,43.87,True,43.87
c163f9e9,unit_conversion,unit_conversion_solver,53.82,True,53.82
c1775d35,unit_conversion,unit_conversion_solver,22.22,True,22.22
c18ee385,unit_conversion,unit_conversion_solver,13.55,True,13.55
c1bebdf1,unit_conversion,unit_conversion_solver,20.90,True,20.90
c1c7963e,unit_conversion,unit_conversion_solver,5.15,True,5.15
c1ed95d1,unit_conversion,unit_conversion_solver,18.33,True,18.33
c1f656e1,unit_conversion,unit_conversion_solver,32.64,True,32.64
c22d205e,unit_conversion,unit_conversion_solver,11.23,True,11.23
c26048a5,unit_conversion,unit_conversion_solver,19.94,True,19.94
c2920548,unit_conversion,unit_conversion_solver,10.58,True,10.58
c29b704e,unit_conversion,unit_conversion_solver,37.09,True,37.09
c2b9bbcf,unit_conversion,unit_conversion_solver,33.02,True,33.01
c2c322a6,unit_conversion,unit_conversion_solver,14.73,True,14.73
c2eab4d7,unit_conversion,unit_conversion_solver,43.24,True,43.24
c305d626,unit_conversion,unit_conversion_solver,63.44,True,63.44
c398a90e,unit_conversion,unit_conversion_solver,58.12,True,58.12
c3bc4f2b,unit_conversion,unit_conversion_solver,27.79,True,27.79
c3c3e734,unit_conversion,unit_conversion_solver,28.89,True,28.89
c4172736,unit_conversion,unit_conversion_solver,19.98,True,19.98
c46778ec,unit_conversion,unit_conversion_solver,16.94,True,16.94
c47bdea1,unit_conversion,unit_conversion_solver,33.16,True,33.15
c48ff53a,unit_conversion,unit_conversion_solver,48.15,True,48.15
c49f0f79,unit_conversion,unit_conversion_solver,80.58,True,80.59
c4d9c1cb,unit_conversion,unit_conversion_solver,24.94,True,24.94
c4ded23c,unit_conversion,unit_conversion_solver,83.47,True,83.47
c553fca8,unit_conversion,unit_conversion_solver,17.42,True,17.42
c6aa132c,unit_conversion,unit_conversion_solver,69.98,True,69.98
c6adc475,unit_conversion,unit_conversion_solver,18.09,True,18.09
c70fbbb3,unit_conversion,unit_conversion_solver,64.25,True,64.25
c7178491,unit_conversion,unit_conversion_solver,11.78,True,11.78
c73562bf,unit_conversion,unit_conversion_solver,28.39,True,28.39
c73dc70f,unit_conversion,unit_conversion_solver,28.88,True,28.88
c73f87c4,unit_conversion,unit_conversion_solver,25.94,True,25.94
c7849be5,unit_conversion,unit_conversion_solver,35.78,True,35.78
c78a5deb,unit_conversion,unit_conversion_solver,46.98,True,46.98
c79321e4,unit_conversion,unit_conversion_solver,23.79,True,23.79
c793c44d,unit_conversion,unit_conversion_solver,18.98,True,18.98
c7a4e09f,unit_conversion,unit_conversion_solver,8.12,True,8.12
c7dd7d75,unit_conversion,unit_conversion_solver,14.18,True,14.18
c7e03ea1,unit_conversion,unit_conversion_solver,18.56,True,18.55
c7f785b6,unit_conversion,unit_conversion_solver,31.44,True,31.44
c8068f69,unit_conversion,unit_conversion_solver,53.05,True,53.04
c8199213,unit_conversion,unit_conversion_solver,26.78,True,26.78
c8443803,unit_conversion,unit_conversion_solver,32.50,True,32.50
c87a87ec,unit_conversion,unit_conversion_solver,28.07,True,28.07
c887d78e,unit_conversion,unit_conversion_solver,34.74,True,34.75
c89ee779,unit_conversion,unit_conversion_solver,72.40,True,72.40
c8d6d308,unit_conversion,unit_conversion_solver,54.90,True,54.90
c8e4fac7,unit_conversion,unit_conversion_solver,32.78,True,32.78
c8f3be11,unit_conversion,unit_conversion_solver,42.46,True,42.46
c8f9a468,unit_conversion,unit_conversion_solver,21.34,True,21.34
c91ba3ac,unit_conversion,unit_conversion_solver,36.62,True,36.61
c956a7f7,unit_conversion,unit_conversion_solver,53.91,True,53.92
c96016ff,unit_conversion,unit_conversion_solver,30.02,True,30.02
c9892f7b,unit_conversion,unit_conversion_solver,40.53,True,40.53
c9a63747,unit_conversion,unit_conversion_solver,9.23,True,9.23
c9e7110a,unit_conversion,unit_conversion_solver,24.10,True,24.10
ca1637ed,unit_conversion,unit_conversion_solver,48.33,True,48.33
ca27fcab,unit_conversion,unit_conversion_solver,9.49,True,9.49
ca79b453,unit_conversion,unit_conversion_solver,51.71,True,51.70
ca9db731,unit_conversion,unit_conversion_solver,36.34,True,36.34
cae7a6bb,unit_conversion,unit_conversion_solver,4.38,True,4.38
caf7fbe3,unit_conversion,unit_conversion_solver,41.94,True,41.94
cb288348,unit_conversion,unit_conversion_solver,40.00,True,40.00
cb39720b,unit_conversion,unit_conversion_solver,9.57,True,9.57
cb7475e5,unit_conversion,unit_conversion_solver,66.03,True,66.03
cbab2a46,unit_conversion,unit_conversion_solver,54.43,True,54.43
cbf00fd5,unit_conversion,unit_conversion_solver,6.58,True,6.58
cc580e04,unit_conversion,unit_conversion_solver,47.43,True,47.43
cc6a45f8,unit_conversion,unit_conversion_solver,27.95,True,27.94
ccb53663,unit_conversion,unit_conversion_solver,27.24,True,27.24
ccbae35a,unit_conversion,unit_conversion_solver,48.73,True,48.73
cccb1db6,unit_conversion,unit_conversion_solver,49.28,True,49.28
cd1280b0,unit_conversion,unit_conversion_solver,13.94,True,13.93
cd7b5aed,unit_conversion,unit_conversion_solver,25.63,True,25.63
cd84db78,unit_conversion,unit_conversion_solver,29.42,True,29.42
cda3796e,unit_conversion,unit_conversion_solver,46.58,True,46.58
cdbeab98,unit_conversion,unit_conversion_solver,13.85,True,13.85
cde140d3,unit_conversion,unit_conversion_solver,24.95,True,24.96
ce195c74,unit_conversion,unit_conversion_solver,32.03,True,32.03
ce57e3d0,unit_conversion,unit_conversion_solver,11.69,True,11.69
ce5e0fc1,unit_conversion,unit_conversion_solver,13.11,True,13.11
ce6f3ab9,unit_conversion,unit_conversion_solver,71.79,True,71.80
ce75523c,unit_conversion,unit_conversion_solver,29.19,True,29.19
ce8212b8,unit_conversion,unit_conversion_solver,19.65,True,19.65
ce9e73a0,unit_conversion,unit_conversion_solver,72.33,True,72.32
cf0f56d2,unit_conversion,unit_conversion_solver,42.95,True,42.96
cf29b8dc,unit_conversion,unit_conversion_solver,21.22,True,21.22
cf4df746,unit_conversion,unit_conversion_solver,35.22,True,35.23
cf8405a9,unit_conversion,unit_conversion_solver,19.10,True,19.10
cf8c8ff7,unit_conversion,unit_conversion_solver,80.92,True,80.92
cfc594f6,unit_conversion,unit_conversion_solver,56.15,True,56.15
cfc7103b,unit_conversion,unit_conversion_solver,29.12,True,29.12
cff450fd,unit_conversion,unit_conversion_solver,38.42,True,38.42
d035c02e,unit_conversion,unit_conversion_solver,13.67,True,13.68
d06ab558,unit_conversion,unit_conversion_solver,77.95,True,77.95
d074c5db,unit_conversion,unit_conversion_solver,13.81,True,13.81
d07a1052,unit_conversion,unit_conversion_solver,32.03,True,32.02
d0853cbf,unit_conversion,unit_conversion_solver,13.94,True,13.93
d09b7685,unit_conversion,unit_conversion_solver,37.01,True,37.01
d0b6dc53,unit_conversion,unit_conversion_solver,11.53,True,11.53
d0e13cee,unit_conversion,unit_conversion_solver,44.63,True,44.62
d0f0e1ed,unit_conversion,unit_conversion_solver,69.90,True,69.90
d102679b,unit_conversion,unit_conversion_solver,21.97,True,21.97
d1080c04,unit_conversion,unit_conversion_solver,46.86,True,46.86
d165af22,unit_conversion,unit_conversion_solver,14.56,True,14.56
d1767dbe,unit_conversion,unit_conversion_solver,15.72,True,15.72
d27473b8,unit_conversion,unit_conversion_solver,34.57,True,34.57
d2957330,unit_conversion,unit_conversion_solver,54.85,True,54.85
d34ac20d,unit_conversion,unit_conversion_solver,15.32,True,15.32
d352064b,unit_conversion,unit_conversion_solver,46.34,True,46.34
d3d82844,unit_conversion,unit_conversion_solver,14.79,True,14.79
d3daee34,unit_conversion,unit_conversion_solver,2.74,True,2.74
d4bea0cd,unit_conversion,unit_conversion_solver,15.74,True,15.74
d4d7bca5,unit_conversion,unit_conversion_solver,32.84,True,32.84
d5142ee5,unit_conversion,unit_conversion_solver,93.99,True,93.99
d527f819,unit_conversion,unit_conversion_solver,28.21,True,28.21
d52d0c62,unit_conversion,unit_conversion_solver,18.13,True,18.13
d5400bdd,unit_conversion,unit_conversion_solver,47.67,True,47.67
d556f501,unit_conversion,unit_conversion_solver,56.53,True,56.53
d566ff0e,unit_conversion,unit_conversion_solver,17.45,True,17.44
d56a5588,unit_conversion,unit_conversion_solver,29.72,True,29.72
d5e5d7e1,unit_conversion,unit_conversion_solver,6.75,True,6.75
d64151c0,unit_conversion,unit_conversion_solver,10.66,True,10.66
d662a4c4,unit_conversion,unit_conversion_solver,14.16,True,14.15
d695e2b2,unit_conversion,unit_conversion_solver,41.86,True,41.87
d696e9f4,unit_conversion,unit_conversion_solver,12.89,True,12.89
d7149bfd,unit_conversion,unit_conversion_solver,78.49,True,78.49
d71b6359,unit_conversion,unit_conversion_solver,7.42,True,7.42
d72c3779,unit_conversion,unit_conversion_solver,20.91,True,20.91
d732ecf9,unit_conversion,unit_conversion_solver,15.20,True,15.20
d784ec07,unit_conversion,unit_conversion_solver,42.05,True,42.05
d79f2974,unit_conversion,unit_conversion_solver,60.64,True,60.64
d806d161,unit_conversion,unit_conversion_solver,31.02,True,31.03
d80cc3fe,unit_conversion,unit_conversion_solver,17.91,True,17.90
d8194ec4,unit_conversion,unit_conversion_solver,17.13,True,17.13
d8479476,unit_conversion,unit_conversion_solver,21.27,True,21.27
d84a557a,unit_conversion,unit_conversion_solver,45.19,True,45.20
d86032a7,unit_conversion,unit_conversion_solver,36.64,True,36.64
d8852afb,unit_conversion,unit_conversion_solver,8.08,True,8.08
d88d9800,unit_conversion,unit_conversion_solver,23.58,True,23.58
d8b028ad,unit_conversion,unit_conversion_solver,27.39,True,27.39
d8b9e109,unit_conversion,unit_conversion_solver,81.04,True,81.05
d8cb40ce,unit_conversion,unit_conversion_solver,22.79,True,22.79
d9069e8f,unit_conversion,unit_conversion_solver,20.62,True,20.62
d9210b27,unit_conversion,unit_conversion_solver,21.72,True,21.72
d9515aac,unit_conversion,unit_conversion_solver,72.00,True,72.00
d9549b88,unit_conversion,unit_conversion_solver,26.88,True,26.89
d976a7e9,unit_conversion,unit_conversion_solver,55.39,True,55.39
d9771d98,unit_conversion,unit_conversion_solver,19.70,True,19.70
d97da22d,unit_conversion,unit_conversion_solver,18.16,True,18.16
d9a4924d,unit_conversion,unit_conversion_solver,53.22,True,53.22
d9bb4212,unit_conversion,unit_conversion_solver,50.27,True,50.27
d9d85c78,unit_conversion,unit_conversion_solver,92.16,True,92.16
da13ee5e,unit_conversion,unit_conversion_solver,20.47,True,20.46
da164301,unit_conversion,unit_conversion_solver,26.74,True,26.74
da7c1a80,unit_conversion,unit_conversion_solver,68.13,True,68.13
da85bf04,unit_conversion,unit_conversion_solver,28.40,True,28.40
dae6dea8,unit_conversion,unit_conversion_solver,63.16,True,63.16
db2fa45c,unit_conversion,unit_conversion_solver,28.76,True,28.76
db9eb3f2,unit_conversion,unit_conversion_solver,31.83,True,31.83
dbc542da,unit_conversion,unit_conversion_solver,9.82,True,9.82
dbf6fb13,unit_conversion,unit_conversion_solver,12.39,True,12.39
dc1e89c9,unit_conversion,unit_conversion_solver,30.08,True,30.08
dc64cb23,unit_conversion,unit_conversion_solver,25.17,True,25.17
dcbb86f4,unit_conversion,unit_conversion_solver,11.46,True,11.46
dcd0c81a,unit_conversion,unit_conversion_solver,12.26,True,12.26
dd01103a,unit_conversion,unit_conversion_solver,28.46,True,28.46
dd0f5fc9,unit_conversion,unit_conversion_solver,59.99,True,59.99
dd7893f2,unit_conversion,unit_conversion_solver,9.52,True,9.52
dd919625,unit_conversion,unit_conversion_solver,13.58,True,13.58
ddafe911,unit_conversion,unit_conversion_solver,23.19,True,23.19
ddb4bc42,unit_conversion,unit_conversion_solver,32.02,True,32.01
ddeac876,unit_conversion,unit_conversion_solver,34.49,True,34.49
ddedebc3,unit_conversion,unit_conversion_solver,51.38,True,51.38
de6beab9,unit_conversion,unit_conversion_solver,21.60,True,21.60
de98159a,unit_conversion,unit_conversion_solver,38.22,True,38.22
df0ee633,unit_conversion,unit_conversion_solver,28.85,True,28.85
df19097a,unit_conversion,unit_conversion_solver,60.51,True,60.52
df5f2aa8,unit_conversion,unit_conversion_solver,25.82,True,25.82
dfbcf27a,unit_conversion,unit_conversion_solver,3.41,True,3.41
e02a19fe,unit_conversion,unit_conversion_solver,10.53,True,10.53
e0351b72,unit_conversion,unit_conversion_solver,23.15,True,23.15
e042dedb,unit_conversion,unit_conversion_solver,44.71,True,44.71
e063d66b,unit_conversion,unit_conversion_solver,35.01,True,35.01
e0be33cc,unit_conversion,unit_conversion_solver,47.93,True,47.93
e0d2db0b,unit_conversion,unit_conversion_solver,9.01,True,9.01
e109d7d4,unit_conversion,unit_conversion_solver,19.38,True,19.38
e14ae2d7,unit_conversion,unit_conversion_solver,56.80,True,56.80
e164fac5,unit_conversion,unit_conversion_solver,31.62,True,31.61
e172a24e,unit_conversion,unit_conversion_solver,52.53,True,52.54
e17d606c,unit_conversion,unit_conversion_solver,59.01,True,59.01
e1e86520,unit_conversion,unit_conversion_solver,51.32,True,51.32
e206c8e6,unit_conversion,unit_conversion_solver,8.85,True,8.85
e212c6fd,unit_conversion,unit_conversion_solver,23.45,True,23.45
e23235bd,unit_conversion,unit_conversion_solver,63.57,True,63.57
e244d069,unit_conversion,unit_conversion_solver,47.96,True,47.96
e29baa31,unit_conversion,unit_conversion_solver,19.31,True,19.31
e2b4543a,unit_conversion,unit_conversion_solver,18.63,True,18.63
e2d4bfe6,unit_conversion,unit_conversion_solver,41.31,True,41.31
e2d7cd9d,unit_conversion,unit_conversion_solver,13.19,True,13.19
e2e355b5,unit_conversion,unit_conversion_solver,6.45,True,6.45
e346233f,unit_conversion,unit_conversion_solver,53.14,True,53.14
e35e9d2c,unit_conversion,unit_conversion_solver,29.22,True,29.22
e3ff3a78,unit_conversion,unit_conversion_solver,74.06,True,74.07
e44415b8,unit_conversion,unit_conversion_solver,46.76,True,46.76
e4c4c861,unit_conversion,unit_conversion_solver,66.15,True,66.15
e5ae10ea,unit_conversion,unit_conversion_solver,30.72,True,30.72
e5eb5d40,unit_conversion,unit_conversion_solver,10.95,True,10.95
e60752d5,unit_conversion,unit_conversion_solver,26.46,True,26.46
e6157d05,unit_conversion,unit_conversion_solver,9.64,True,9.64
e61c8872,unit_conversion,unit_conversion_solver,16.14,True,16.14
e66b3d65,unit_conversion,unit_conversion_solver,87.34,True,87.35
e6baee52,unit_conversion,unit_conversion_solver,38.39,True,38.39
e6c5de97,unit_conversion,unit_conversion_solver,38.63,True,38.64
e6fe8770,unit_conversion,unit_conversion_solver,8.95,True,8.95
e738b135,unit_conversion,unit_conversion_solver,69.86,True,69.86
e75d6620,unit_conversion,unit_conversion_solver,27.89,True,27.89
e7795622,unit_conversion,unit_conversion_solver,90.07,True,90.07
e7c4abdb,unit_conversion,unit_conversion_solver,6.55,True,6.55
e7ddff5c,unit_conversion,unit_conversion_solver,13.28,True,13.28
e830b594,unit_conversion,unit_conversion_solver,27.55,True,27.55
e832cf4b,unit_conversion,unit_conversion_solver,49.63,True,49.63
e87de13e,unit_conversion,unit_conversion_solver,47.83,True,47.84
e8c4a0bf,unit_conversion,unit_conversion_solver,22.08,True,22.08
e9096a58,unit_conversion,unit_conversion_solver,15.03,True,15.03
e90e186c,unit_conversion,unit_conversion_solver,49.34,True,49.34
e93aca45,unit_conversion,unit_conversion_solver,21.14,True,21.14
e9461e93,unit_conversion,unit_conversion_solver,33.61,True,33.61
e97e6f3a,unit_conversion,unit_conversion_solver,49.01,True,49.01
e9a4a228,unit_conversion,unit_conversion_solver,69.92,True,69.92
ea44eb4d,unit_conversion,unit_conversion_solver,35.93,True,35.93
ea587ea8,unit_conversion,unit_conversion_solver,71.25,True,71.25
ea838aea,unit_conversion,unit_conversion_solver,62.79,True,62.79
ea8977e0,unit_conversion,unit_conversion_solver,83.21,True,83.20
eaa89f57,unit_conversion,unit_conversion_solver,32.63,True,32.63
eabeb5d2,unit_conversion,unit_conversion_solver,61.21,True,61.21
ead0b0ae,unit_conversion,unit_conversion_solver,52.53,True,52.53
ead8e193,unit_conversion,unit_conversion_solver,35.07,True,35.07
eae192e0,unit_conversion,unit_conversion_solver,56.25,True,56.26
eb0ad1d2,unit_conversion,unit_conversion_solver,30.29,True,30.29
eb26f607,unit_conversion,unit_conversion_solver,32.61,True,32.61
eb27e9e9,unit_conversion,unit_conversion_solver,78.72,True,78.72
eb8161ef,unit_conversion,unit_conversion_solver,23.95,True,23.95
eba7188d,unit_conversion,unit_conversion_solver,20.11,True,20.11
ebb0495a,unit_conversion,unit_conversion_solver,29.01,True,29.01
ebc7f250,unit_conversion,unit_conversion_solver,25.40,True,25.40
ebcd8131,unit_conversion,unit_conversion_solver,40.82,True,40.82
ebfdefbe,unit_conversion,unit_conversion_solver,29.54,True,29.54
ec695c4d,unit_conversion,unit_conversion_solver,23.01,True,23.01
ec6fc7d9,unit_conversion,unit_conversion_solver,28.17,True,28.17
ec770b31,unit_conversion,unit_conversion_solver,15.13,True,15.13
ec780392,unit_conversion,unit_conversion_solver,41.92,True,41.91
ec897854,unit_conversion,unit_conversion_solver,13.55,True,13.55
ecbec7bf,unit_conversion,unit_conversion_solver,4.91,True,4.91
ecc1cf14,unit_conversion,unit_conversion_solver,59.85,True,59.84
ecdc511b,unit_conversion,unit_conversion_solver,23.88,True,23.88
ece1ab97,unit_conversion,unit_conversion_solver,47.69,True,47.69
ece27af7,unit_conversion,unit_conversion_solver,56.11,True,56.11
ed09402c,unit_conversion,unit_conversion_solver,49.86,True,49.86
ed09d71b,unit_conversion,unit_conversion_solver,67.31,True,67.32
ed0e359f,unit_conversion,unit_conversion_solver,31.56,True,31.56
ed333177,unit_conversion,unit_conversion_solver,59.70,True,59.70
ed55a613,unit_conversion,unit_conversion_solver,28.75,True,28.74
ed5b5c60,unit_conversion,unit_conversion_solver,12.49,True,12.49
ed9827dc,unit_conversion,unit_conversion_solver,46.11,True,46.11
eda92556,unit_conversion,unit_conversion_solver,28.84,True,28.83
edcee257,unit_conversion,unit_conversion_solver,34.71,True,34.71
edee6c08,unit_conversion,unit_conversion_solver,78.16,True,78.15
ee025239,unit_conversion,unit_conversion_solver,30.03,True,30.03
ee065f40,unit_conversion,unit_conversion_solver,28.14,True,28.13
ee453cb4,unit_conversion,unit_conversion_solver,86.51,True,86.51
ee891900,unit_conversion,unit_conversion_solver,10.82,True,10.82
eea4368c,unit_conversion,unit_conversion_solver,16.12,True,16.12
eea9f770,unit_conversion,unit_conversion_solver,28.26,True,28.27
eebbc531,unit_conversion,unit_conversion_solver,43.37,True,43.37
eebbd231,unit_conversion,unit_conversion_solver,5.72,True,5.72
eecc4256,unit_conversion,unit_conversion_solver,27.34,True,27.34
eedd22d7,unit_conversion,unit_conversion_solver,22.91,True,22.91
eee4f234,unit_conversion,unit_conversion_solver,16.98,True,16.98
ef2dec53,unit_conversion,unit_conversion_solver,60.26,True,60.26
